36.11,NORMAL
36.13,NORMAL
36.17,NORMAL
36.22,NORMAL
36.26,NORMAL
36.31,NORMAL
36.36,NORMAL
36.41,NORMAL
36.46,NORMAL
36.51,NORMAL
36.56,NORMAL
36.61,NORMAL
36.66,NORMAL
36.71,NORMAL
36.76,NORMAL
36.81,NORMAL
36.86,NORMAL
36.91,NORMAL
36.96,NORMAL
37.01,NORMAL
37.06,NORMAL
37.08,NORMAL
37.12,NORMAL
37.14,NORMAL
36.28,NORMAL
36.63,NORMAL
36.98,NORMAL
37.18,NORMAL
37.19,NORMAL
37.20,NORMAL
37.32,WARNING
37.36,WARNING
37.41,WARNING
37.46,WARNING
37.51,WARNING
37.56,WARNING
37.61,WARNING
37.66,WARNING
37.71,WARNING
37.76,WARNING
37.81,WARNING
37.86,WARNING
37.91,WARNING
37.96,WARNING
38.01,WARNING
38.06,WARNING
38.11,WARNING
38.16,WARNING
38.21,WARNING
38.26,WARNING
38.31,WARNING
38.36,WARNING
38.41,WARNING
38.46,WARNING
38.51,WARNING
38.56,WARNING
38.61,WARNING
38.66,WARNING
38.71,WARNING
38.76,WARNING
34.98,CRITICAL
34.94,CRITICAL
34.90,CRITICAL
34.86,CRITICAL
34.82,CRITICAL
34.78,CRITICAL
34.74,CRITICAL
34.70,CRITICAL
34.66,CRITICAL
34.62,CRITICAL
34.58,CRITICAL
34.54,CRITICAL
34.50,CRITICAL
34.46,CRITICAL
34.42,CRITICAL
34.38,CRITICAL
34.34,CRITICAL
34.30,CRITICAL
34.26,CRITICAL
34.22,CRITICAL
34.18,CRITICAL
34.14,CRITICAL
34.10,CRITICAL
34.06,CRITICAL
34.02,CRITICAL
33.98,CRITICAL
33.94,CRITICAL
33.90,CRITICAL
33.86,CRITICAL
33.82,CRITICAL
